Physics,Chemistry,Maths,Total,Category,Percentile,Rank
31,66,96,193,ST,86.62,17902
49,95,53,197,OBC,86.62,17902
25,79,95,199,General,86.62,17902
87,65,47,199,General,86.62,17902
18,100,77,195,SC,86.62,17902
69,36,92,197,OBC,86.62,17902
52,85,60,197,OBC,86.62,17902
70,42,87,199,General,86.62,17902
49,61,88,198,EWS,86.62,17902
43,74,76,193,ST,86.62,17902
72,65,62,199,General,86.62,17902
85,77,33,195,SC,86.62,17902
48,81,64,193,ST,86.62,17902
81,35,83,199,General,86.62,17902
56,71,72,199,General,86.62,17902
25,74,100,199,General,86.62,17902
60,53,85,198,EWS,86.62,17902
79,18,100,197,OBC,86.62,17902
95,95,7,197,OBC,86.62,17902
80,78,40,198,EWS,86.62,17902
96,12,90,198,EWS,86.62,17902
25,86,88,199,General,86.62,17902
92,14,93,199,General,86.62,17902
57,89,49,195,SC,86.62,17902
89,88,18,195,SC,86.62,17902
84,64,51,199,General,86.62,17902
78,100,21,199,General,86.62,17902
57,46,96,199,General,86.62,17902
94,19,80,193,ST,86.62,17902
84,42,73,199,General,86.62,17902
76,81,40,197,OBC,86.62,17902
42,63,92,197,OBC,86.62,17902
29,92,74,195,SC,86.62,17902
77,42,80,199,General,86.62,17902
83,89,25,197,OBC,86.62,17902
83,38,78,199,General,86.62,17902
79,29,89,197,OBC,86.62,17902
23,95,81,199,General,86.62,17902
73,92,32,197,OBC,86.62,17902
83,15,100,198,EWS,86.62,17902
60,91,48,199,General,86.62,17902
64,61,74,199,General,86.62,17902
48,92,57,197,OBC,86.62,17902
99,80,20,199,General,86.62,17902
81,87,29,197,OBC,86.62,17902
67,60,66,193,ST,86.62,17902
35,77,85,197,OBC,86.62,17902
95,95,5,195,SC,86.62,17902
67,91,41,199,General,86.62,17902
70,33,93,196,OBC,86.47,18306
90,79,29,198,General,86.47,18306
89,45,64,198,General,86.47,18306
44,84,70,198,General,86.47,18306
49,58,91,198,General,86.47,18306
59,49,86,194,SC,86.47,18306
76,45,75,196,OBC,86.47,18306
82,73,43,198,General,86.47,18306
39,65,90,194,SC,86.47,18306
72,33,92,197,EWS,86.47,18306
78,64,54,196,OBC,86.47,18306
30,75,92,197,EWS,86.47,18306
92,78,28,198,General,86.47,18306
34,81,77,192,ST,86.47,18306
72,46,80,198,General,86.47,18306
80,75,41,196,OBC,86.47,18306
57,43,97,197,EWS,86.47,18306
85,77,34,196,OBC,86.47,18306
58,78,62,198,General,86.47,18306
76,76,46,198,General,86.47,18306
99,20,77,196,OBC,86.47,18306
65,95,34,194,SC,86.47,18306
79,82,37,198,General,86.47,18306
40,58,98,196,OBC,86.47,18306
99,2,95,196,OBC,86.47,18306
77,55,66,198,General,86.47,18306
84,16,97,197,EWS,86.47,18306
22,89,85,196,OBC,86.47,18306
45,60,92,197,EWS,86.47,18306
90,61,47,198,General,86.47,18306
77,65,56,198,General,86.47,18306
91,80,25,196,OBC,86.47,18306
78,95,23,196,OBC,86.47,18306
68,73,51,192,ST,86.47,18306
78,87,29,194,SC,86.47,18306
49,99,50,198,General,86.47,18306
89,14,95,198,General,86.47,18306
56,99,41,196,OBC,86.47,18306
100,81,15,196,OBC,86.47,18306
10,96,92,198,General,86.47,18306
74,34,84,192,ST,86.47,18306
14,86,98,198,General,86.47,18306
44,79,73,196,OBC,86.47,18306
42,87,69,198,General,86.47,18306
14,84,100,198,General,86.47,18306
87,37,68,192,ST,86.47,18306
89,99,6,194,SC,86.47,18306
95,89,12,196,OBC,86.47,18306
29,74,94,197,EWS,86.47,18306
70,44,84,198,General,86.47,18306
44,99,55,198,General,86.47,18306
20,86,86,192,ST,86.47,18306
79,53,64,196,OBC,86.47,18306
94,77,23,194,SC,86.47,18306
67,73,54,194,SC,86.47,18306
89,9,96,194,SC,86.47,18306
33,75,86,194,SC,86.47,18306
100,3,93,196,OBC,86.47,18306
93,75,30,198,General,86.47,18306
92,76,26,194,SC,86.47,18306
64,49,79,192,ST,86.47,18306
87,11,98,196,OBC,86.47,18306
60,61,73,194,SC,86.47,18306
66,48,84,198,General,86.47,18306
16,87,91,194,SC,86.47,18306
46,48,100,194,SC,86.47,18306
75,25,96,196,OBC,86.47,18306
93,21,80,194,SC,86.47,18306
100,31,67,198,General,86.47,18306
62,84,52,198,General,86.47,18306
68,31,93,192,ST,86.47,18306
64,37,95,196,OBC,86.47,18306
49,93,55,197,EWS,86.47,18306
55,82,61,198,General,86.47,18306
72,71,55,198,General,86.47,18306
58,59,79,196,OBC,86.47,18306
66,69,61,196,OBC,86.47,18306
59,62,77,198,General,86.47,18306
82,18,98,198,General,86.47,18306
9,100,87,196,OBC,86.47,18306
59,45,88,192,ST,86.47,18306
93,15,86,194,SC,86.47,18306
63,78,55,196,OBC,86.47,18306
35,96,63,194,SC,86.47,18306
78,89,29,196,OBC,86.47,18306
68,66,60,194,SC,86.47,18306
38,75,79,192,ST,86.47,18306
73,76,47,196,OBC,86.47,18306
58,53,85,196,OBC,86.47,18306
58,62,78,198,General,86.47,18306
68,50,80,198,General,86.47,18306
54,64,80,198,General,86.47,18306
68,29,99,196,OBC,86.47,18306
69,87,36,192,ST,86.47,18306
96,25,73,194,SC,86.47,18306
74,47,71,192,ST,86.47,18306
91,98,5,194,SC,86.47,18306
47,50,100,197,EWS,86.47,18306
24,83,91,198,General,86.47,18306
17,91,89,197,EWS,86.47,18306
73,96,25,194,SC,86.47,18306
30,69,99,198,General,86.47,18306
47,71,76,194,SC,86.47,18306
79,25,92,196,OBC,86.47,18306
69,67,62,198,General,86.47,18306
34,97,67,198,General,86.47,18306
97,44,53,194,SC,86.47,18306
46,77,74,197,EWS,86.47,18306
67,94,37,198,General,86.47,18306
39,83,72,194,SC,86.47,18306
24,87,86,197,EWS,86.47,18306
90,63,43,196,OBC,86.47,18306
98,93,5,196,OBC,86.47,18306
45,87,64,196,OBC,86.47,18306
62,60,72,194,SC,86.47,18306
92,55,49,196,OBC,86.47,18306
95,59,44,198,General,86.47,18306
74,38,86,198,General,86.47,18306
71,71,54,196,OBC,86.47,18306
32,78,88,198,General,86.47,18306
76,44,78,198,General,86.47,18306
96,55,47,198,General,86.47,18306
54,84,60,198,General,86.47,18306
85,60,53,198,General,86.47,18306
100,84,13,197,EWS,86.47,18306
88,97,12,197,EWS,86.47,18306
64,74,60,198,General,86.47,18306
32,78,84,194,SC,86.47,18306
77,34,87,198,General,86.47,18306
61,77,60,198,General,86.47,18306
34,90,68,192,ST,86.47,18306
75,37,84,196,OBC,86.47,18306
98,25,75,198,General,86.47,18306
67,46,83,196,OBC,86.47,18306
99,75,22,196,OBC,86.47,18306
62,47,89,198,General,86.47,18306
41,92,63,196,OBC,86.47,18306
85,50,59,194,SC,86.47,18306
54,74,70,198,General,86.47,18306
72,44,76,192,ST,86.47,18306
25,83,90,198,General,86.47,18306
88,32,78,198,General,86.47,18306
38,92,66,196,OBC,86.47,18306
37,81,80,198,General,86.47,18306
84,19,95,198,General,86.47,18306
52,71,69,192,ST,86.47,18306
66,63,69,198,General,86.47,18306
77,100,21,198,General,86.47,18306
74,81,43,198,General,86.47,18306
45,57,96,198,General,86.47,18306
77,21,94,192,ST,86.47,18306
97,3,97,197,EWS,86.47,18306
50,84,62,196,OBC,86.47,18306
90,57,49,196,OBC,86.47,18306
83,64,51,198,General,86.47,18306
88,35,75,198,General,86.47,18306
62,75,59,196,OBC,86.47,18306
37,98,61,196,OBC,86.47,18306
76,24,94,194,SC,86.47,18306
45,89,64,198,General,86.47,18306
68,28,96,192,ST,86.47,18306
73,74,47,194,SC,86.47,18306
96,49,49,194,SC,86.47,18306
91,11,96,198,General,86.47,18306
81,94,21,196,OBC,86.47,18306
92,96,6,194,SC,86.47,18306
30,70,96,196,OBC,86.47,18306
78,97,21,196,OBC,86.47,18306
72,56,66,194,SC,86.47,18306
58,75,64,197,EWS,86.47,18306
50,57,89,196,OBC,86.47,18306
73,69,56,198,General,86.47,18306
77,57,64,198,General,86.47,18306
37,63,98,198,General,86.47,18306
86,36,72,194,SC,86.47,18306
60,49,85,194,SC,86.47,18306
67,89,42,198,General,86.47,18306
63,39,94,196,OBC,86.47,18306
100,77,19,196,OBC,86.47,18306
63,49,84,196,OBC,86.47,18306
82,16,100,198,General,86.47,18306
88,52,57,197,EWS,86.47,18306
85,57,56,198,General,86.47,18306
55,69,73,197,EWS,86.47,18306
60,72,60,192,ST,86.47,18306
27,91,80,198,General,86.47,18306
95,19,78,192,ST,86.47,18306
70,25,97,192,ST,86.47,18306
92,22,84,198,General,86.47,18306
59,58,81,198,General,86.47,18306
94,62,38,194,SC,86.47,18306
50,69,79,198,General,86.47,18306
63,48,83,194,SC,86.47,18306
53,46,99,198,General,86.47,18306
65,77,54,196,OBC,86.47,18306
86,30,80,196,OBC,86.47,18306
53,87,58,198,General,86.47,18306
37,77,82,196,OBC,86.47,18306
48,57,87,192,ST,86.47,18306
19,91,84,194,SC,86.47,18306
90,75,33,198,General,86.47,18306
51,77,70,198,General,86.47,18306
88,54,54,196,OBC,86.47,18306
48,83,63,194,SC,86.47,18306
56,42,99,197,EWS,86.47,18306
94,78,22,194,SC,86.47,18306
60,86,52,198,General,86.47,18306
99,4,95,198,General,86.47,18306
81,98,18,197,EWS,86.47,18306
54,79,63,196,OBC,86.47,18306
89,13,94,196,OBC,86.47,18306
38,59,97,194,SC,86.47,18306
49,70,78,197,EWS,86.47,18306
83,58,51,192,ST,86.47,18306
94,54,48,196,OBC,86.47,18306
60,52,84,196,OBC,86.47,18306
82,69,43,194,SC,86.47,18306
95,35,64,194,SC,86.47,18306
55,79,64,198,General,86.47,18306
99,75,18,192,ST,86.47,18306
69,32,95,196,OBC,86.47,18306
57,87,54,198,General,86.47,18306
57,75,66,198,General,86.47,18306
38,73,87,198,General,86.47,18306
83,62,52,197,EWS,86.47,18306
64,59,73,196,OBC,86.47,18306
75,33,84,192,ST,86.47,18306
16,97,79,192,ST,86.47,18306
63,40,95,198,General,86.47,18306
96,95,7,198,General,86.47,18306
68,40,88,196,OBC,86.47,18306
84,44,66,194,SC,86.47,18306
66,72,60,198,General,86.47,18306
89,67,42,198,General,86.47,18306
20,86,92,198,General,86.47,18306
86,87,25,198,General,86.47,18306
40,76,78,194,SC,86.47,18306
55,72,71,198,General,86.47,18306
94,94,8,196,OBC,86.47,18306
72,38,86,196,OBC,86.47,18306
79,62,53,194,SC,86.47,18306
56,77,65,198,General,86.47,18306
78,75,45,198,General,86.47,18306
73,58,65,196,OBC,86.47,18306
99,39,60,198,General,86.47,18306
52,46,99,197,EWS,86.47,18306
50,91,57,198,General,86.47,18306
2,94,100,196,OBC,86.47,18306
87,23,84,194,SC,86.47,18306
69,50,78,197,EWS,86.47,18306
65,77,52,194,SC,86.47,18306
93,7,98,198,General,86.47,18306
59,48,90,197,EWS,86.47,18306
76,76,46,198,General,86.47,18306
93,54,51,198,General,86.47,18306
82,96,14,192,ST,86.47,18306
79,24,93,196,OBC,86.47,18306
39,90,69,198,General,86.47,18306
64,73,59,196,OBC,86.47,18306
27,78,91,196,OBC,86.47,18306
63,53,80,196,OBC,86.47,18306
39,65,88,192,ST,86.47,18306
52,100,46,198,General,86.47,18306
38,60,99,197,EWS,86.47,18306
50,94,54,198,General,86.47,18306
80,61,56,197,EWS,86.47,18306
73,73,50,196,OBC,86.47,18306
83,100,14,197,EWS,86.47,18306
82,100,14,196,OBC,86.47,18306
61,68,67,196,OBC,86.47,18306
89,80,27,196,OBC,86.47,18306
16,94,82,192,ST,86.47,18306
66,79,53,198,General,86.47,18306
68,89,40,197,EWS,86.47,18306
92,79,27,198,General,86.47,18306
80,54,64,198,General,86.47,18306
88,10,98,196,OBC,86.47,18306
80,55,61,196,OBC,86.47,18306
77,80,39,196,OBC,86.47,18306
93,29,76,198,General,86.47,18306
31,99,68,198,General,86.47,18306
92,52,54,198,General,86.47,18306
91,30,76,197,EWS,86.47,18306
40,74,84,198,General,86.47,18306
85,94,15,194,SC,86.47,18306
87,54,51,192,ST,86.47,18306
25,77,94,196,OBC,86.47,18306
21,80,94,195,OBC,86.31,18741
79,20,98,197,General,86.31,18741
76,46,75,197,General,86.31,18741
79,77,39,195,OBC,86.31,18741
96,91,8,195,OBC,86.31,18741
54,63,80,197,General,86.31,18741
86,11,100,197,General,86.31,18741
97,92,4,193,SC,86.31,18741
91,37,65,193,SC,86.31,18741
43,88,64,195,OBC,86.31,18741
65,67,64,196,EWS,86.31,18741
63,67,67,197,General,86.31,18741
29,86,82,197,General,86.31,18741
59,51,87,197,General,86.31,18741
77,24,96,197,General,86.31,18741
44,67,86,197,General,86.31,18741
89,89,19,197,General,86.31,18741
37,70,90,197,General,86.31,18741
75,49,73,197,General,86.31,18741
94,66,37,197,General,86.31,18741
52,66,75,193,SC,86.31,18741
84,77,32,193,SC,86.31,18741
94,19,82,195,OBC,86.31,18741
46,58,91,195,OBC,86.31,18741
53,70,72,195,OBC,86.31,18741
32,94,71,197,General,86.31,18741
33,69,94,196,EWS,86.31,18741
57,87,47,191,ST,86.31,18741
92,50,54,196,EWS,86.31,18741
86,15,94,195,OBC,86.31,18741
89,92,10,191,ST,86.31,18741
12,86,95,193,SC,86.31,18741
82,14,97,193,SC,86.31,18741
77,47,67,191,ST,86.31,18741
99,90,2,191,ST,86.31,18741
73,37,85,195,OBC,86.31,18741
54,48,95,197,General,86.31,18741
52,70,75,197,General,86.31,18741
95,44,56,195,OBC,86.31,18741
51,83,63,197,General,86.31,18741
94,66,35,195,OBC,86.31,18741
54,96,47,197,General,86.31,18741
83,91,23,197,General,86.31,18741
68,62,67,197,General,86.31,18741
16,92,89,197,General,86.31,18741
55,62,76,193,SC,86.31,18741
56,87,48,191,ST,86.31,18741
73,24,99,196,EWS,86.31,18741
38,82,71,191,ST,86.31,18741
67,90,39,196,EWS,86.31,18741
4,97,90,191,ST,86.31,18741
85,26,80,191,ST,86.31,18741
17,96,83,196,EWS,86.31,18741
59,37,97,193,SC,86.31,18741
91,57,45,193,SC,86.31,18741
70,68,55,193,SC,86.31,18741
90,83,23,196,EWS,86.31,18741
93,22,78,193,SC,86.31,18741
26,88,81,195,OBC,86.31,18741
67,28,100,195,OBC,86.31,18741
81,99,17,197,General,86.31,18741
43,60,92,195,OBC,86.31,18741
86,35,74,195,OBC,86.31,18741
41,79,76,196,EWS,86.31,18741
57,46,92,195,OBC,86.31,18741
100,38,57,195,OBC,86.31,18741
12,89,96,197,General,86.31,18741
99,37,60,196,EWS,86.31,18741
18,93,84,195,OBC,86.31,18741
37,87,71,195,OBC,86.31,18741
84,20,89,193,SC,86.31,18741
56,68,69,193,SC,86.31,18741
87,88,22,197,General,86.31,18741
87,61,49,197,General,86.31,18741
40,77,78,195,OBC,86.31,18741
49,93,55,197,General,86.31,18741
28,82,85,195,OBC,86.31,18741
62,49,84,195,OBC,86.31,18741
51,52,92,195,OBC,86.31,18741
65,37,95,197,General,86.31,18741
74,60,63,197,General,86.31,18741
79,25,93,197,General,86.31,18741
77,68,51,196,EWS,86.31,18741
87,80,26,193,SC,86.31,18741
85,37,74,196,EWS,86.31,18741
24,73,100,197,General,86.31,18741
35,79,81,195,OBC,86.31,18741
83,80,32,195,OBC,86.31,18741
92,69,35,196,EWS,86.31,18741
96,82,19,197,General,86.31,18741
87,11,98,196,EWS,86.31,18741
84,32,75,191,ST,86.31,18741
96,21,80,197,General,86.31,18741
96,1,99,196,EWS,86.31,18741
45,70,80,195,OBC,86.31,18741
92,96,9,197,General,86.31,18741
95,97,5,197,General,86.31,18741
97,17,79,193,SC,86.31,18741
85,29,81,195,OBC,86.31,18741
96,51,46,193,SC,86.31,18741
18,84,95,197,General,86.31,18741
47,77,69,193,SC,86.31,18741
23,96,74,193,SC,86.31,18741
96,63,38,197,General,86.31,18741
85,16,92,193,SC,86.31,18741
70,74,52,196,EWS,86.31,18741
89,92,15,196,EWS,86.31,18741
72,82,41,195,OBC,86.31,18741
94,92,11,197,General,86.31,18741
46,84,65,195,OBC,86.31,18741
100,46,49,195,OBC,86.31,18741
67,60,69,196,EWS,86.31,18741
93,69,34,196,EWS,86.31,18741
56,72,65,193,SC,86.31,18741
49,73,73,195,OBC,86.31,18741
58,60,73,191,ST,86.31,18741
67,66,58,191,ST,86.31,18741
62,46,89,197,General,86.31,18741
100,88,9,197,General,86.31,18741
94,26,77,197,General,86.31,18741
97,10,86,193,SC,86.31,18741
76,37,80,193,SC,86.31,18741
99,68,26,193,SC,86.31,18741
37,56,100,193,SC,86.31,18741
98,31,64,193,SC,86.31,18741
32,69,95,196,EWS,86.31,18741
39,66,92,197,General,86.31,18741
85,60,52,197,General,86.31,18741
87,76,32,195,OBC,86.31,18741
13,87,93,193,SC,86.31,18741
73,34,88,195,OBC,86.31,18741
76,99,20,195,OBC,86.31,18741
73,80,42,195,OBC,86.31,18741
87,10,98,195,OBC,86.31,18741
58,72,63,193,SC,86.31,18741
86,94,13,193,SC,86.31,18741
89,88,20,197,General,86.31,18741
92,16,89,197,General,86.31,18741
14,92,85,191,ST,86.31,18741
87,22,86,195,OBC,86.31,18741
74,42,81,197,General,86.31,18741
94,36,67,197,General,86.31,18741
84,92,19,195,OBC,86.31,18741
49,52,92,193,SC,86.31,18741
73,100,24,197,General,86.31,18741
63,32,100,195,OBC,86.31,18741
100,74,23,197,General,86.31,18741
77,78,42,197,General,86.31,18741
62,55,80,197,General,86.31,18741
62,43,92,197,General,86.31,18741
82,53,58,193,SC,86.31,18741
62,93,42,197,General,86.31,18741
60,96,39,195,OBC,86.31,18741
36,80,80,196,EWS,86.31,18741
62,94,39,195,OBC,86.31,18741
43,67,87,197,General,86.31,18741
35,63,95,193,SC,86.31,18741
7,94,90,191,ST,86.31,18741
6,100,89,195,OBC,86.31,18741
74,73,49,196,EWS,86.31,18741
72,50,74,196,EWS,86.31,18741
4,94,93,191,ST,86.31,18741
23,90,82,195,OBC,86.31,18741
81,51,64,196,EWS,86.31,18741
93,84,20,197,General,86.31,18741
33,80,84,197,General,86.31,18741
61,54,82,197,General,86.31,18741
63,38,96,197,General,86.31,18741
92,29,76,197,General,86.31,18741
40,82,75,197,General,86.31,18741
25,82,89,196,EWS,86.31,18741
77,75,43,195,OBC,86.31,18741
37,81,79,197,General,86.31,18741
82,69,46,197,General,86.31,18741
91,56,46,193,SC,86.31,18741
84,47,66,197,General,86.31,18741
66,70,61,197,General,86.31,18741
88,86,21,195,OBC,86.31,18741
42,62,91,195,OBC,86.31,18741
94,35,67,196,EWS,86.31,18741
93,97,3,193,SC,86.31,18741
99,25,71,195,OBC,86.31,18741
57,99,41,197,General,86.31,18741
34,91,71,196,EWS,86.31,18741
43,63,91,197,General,86.31,18741
31,87,79,197,General,86.31,18741
88,99,6,193,SC,86.31,18741
93,82,21,196,EWS,86.31,18741
79,50,64,193,SC,86.31,18741
82,93,22,197,General,86.31,18741
70,86,39,195,OBC,86.31,18741
59,63,69,191,ST,86.31,18741
76,75,46,197,General,86.31,18741
25,94,78,197,General,86.31,18741
80,98,17,195,OBC,86.31,18741
68,80,47,195,OBC,86.31,18741
63,41,93,197,General,86.31,18741
82,44,67,193,SC,86.31,18741
86,94,13,193,SC,86.31,18741
34,70,89,193,SC,86.31,18741
53,85,57,195,OBC,86.31,18741
33,69,89,191,ST,86.31,18741
56,91,50,197,General,86.31,18741
95,7,95,197,General,86.31,18741
58,89,44,191,ST,86.31,18741
90,97,10,197,General,86.31,18741
72,31,94,197,General,86.31,18741
10,99,86,195,OBC,86.31,18741
14,86,97,197,General,86.31,18741
26,73,97,196,EWS,86.31,18741
91,23,83,197,General,86.31,18741
29,83,84,196,EWS,86.31,18741
84,76,37,197,General,86.31,18741
99,10,88,197,General,86.31,18741
84,48,63,195,OBC,86.31,18741
78,77,38,193,SC,86.31,18741
86,54,55,195,OBC,86.31,18741
38,67,92,197,General,86.31,18741
80,90,27,197,General,86.31,18741
27,91,75,193,SC,86.31,18741
78,38,75,191,ST,86.31,18741
74,75,48,197,General,86.31,18741
88,30,75,193,SC,86.31,18741
97,36,64,197,General,86.31,18741
42,97,54,193,SC,86.31,18741
91,78,28,197,General,86.31,18741
80,67,44,191,ST,86.31,18741
51,46,94,191,ST,86.31,18741
98,86,11,195,OBC,86.31,18741
46,62,89,197,General,86.31,18741
74,45,77,196,EWS,86.31,18741
73,86,32,191,ST,86.31,18741
74,49,73,196,EWS,86.31,18741
31,95,71,197,General,86.31,18741
2,97,98,197,General,86.31,18741
75,41,77,193,SC,86.31,18741
81,93,21,195,OBC,86.31,18741
45,58,88,191,ST,86.31,18741
76,73,48,197,General,86.31,18741
51,98,48,197,General,86.31,18741
32,95,70,197,General,86.31,18741
58,69,68,195,OBC,86.31,18741
74,28,95,197,General,86.31,18741
42,95,58,195,OBC,86.31,18741
100,59,36,195,OBC,86.31,18741
15,92,90,197,General,86.31,18741
95,41,59,195,OBC,86.31,18741
16,79,100,195,OBC,86.31,18741
61,41,95,197,General,86.31,18741
48,54,93,195,OBC,86.31,18741
83,59,55,197,General,86.31,18741
12,92,87,191,ST,86.31,18741
69,82,44,195,OBC,86.31,18741
44,56,95,195,OBC,86.31,18741
99,51,47,197,General,86.31,18741
58,76,59,193,SC,86.31,18741
43,61,93,197,General,86.31,18741
9,92,94,195,OBC,86.31,18741
23,96,74,193,SC,86.31,18741
8,98,91,197,General,86.31,18741
99,76,16,191,ST,86.31,18741
61,50,86,197,General,86.31,18741
78,51,65,194,OBC,86.16,19154
54,68,72,194,OBC,86.16,19154
75,98,22,195,EWS,86.16,19154
55,72,69,196,General,86.16,19154
45,77,74,196,General,86.16,19154
27,76,92,195,EWS,86.16,19154
86,74,36,196,General,86.16,19154
32,75,85,192,SC,86.16,19154
62,61,73,196,General,86.16,19154
94,7,95,196,General,86.16,19154
89,52,51,192,SC,86.16,19154
39,95,61,195,EWS,86.16,19154
56,62,76,194,OBC,86.16,19154
83,75,34,192,SC,86.16,19154
78,53,63,194,OBC,86.16,19154
21,82,93,196,General,86.16,19154
10,98,88,196,General,86.16,19154
80,74,36,190,ST,86.16,19154
81,94,19,194,OBC,86.16,19154
86,14,94,194,OBC,86.16,19154
75,28,93,196,General,86.16,19154
60,85,51,196,General,86.16,19154
74,85,35,194,OBC,86.16,19154
71,47,78,196,General,86.16,19154
1,98,97,196,General,86.16,19154
7,92,95,194,OBC,86.16,19154
87,94,15,196,General,86.16,19154
85,29,82,196,General,86.16,19154
90,20,86,196,General,86.16,19154
44,72,78,194,OBC,86.16,19154
45,52,99,196,General,86.16,19154
85,67,44,196,General,86.16,19154
94,45,53,192,SC,86.16,19154
95,30,69,194,OBC,86.16,19154
66,67,57,190,ST,86.16,19154
63,96,37,196,General,86.16,19154
86,11,95,192,SC,86.16,19154
16,85,91,192,SC,86.16,19154
66,66,64,196,General,86.16,19154
85,64,45,194,OBC,86.16,19154
90,25,81,196,General,86.16,19154
73,46,76,195,EWS,86.16,19154
100,88,7,195,EWS,86.16,19154
58,92,40,190,ST,86.16,19154
92,53,49,194,OBC,86.16,19154
56,51,89,196,General,86.16,19154
41,51,100,192,SC,86.16,19154
90,84,22,196,General,86.16,19154
82,76,38,196,General,86.16,19154
43,53,96,192,SC,86.16,19154
42,72,82,196,General,86.16,19154
49,63,82,194,OBC,86.16,19154
67,62,61,190,ST,86.16,19154
85,23,88,196,General,86.16,19154
72,80,44,196,General,86.16,19154
28,86,82,196,General,86.16,19154
97,64,31,192,SC,86.16,19154
96,91,7,194,OBC,86.16,19154
96,36,64,196,General,86.16,19154
72,52,70,194,OBC,86.16,19154
80,69,41,190,ST,86.16,19154
88,82,24,194,OBC,86.16,19154
66,81,49,196,General,86.16,19154
21,88,87,196,General,86.16,19154
11,100,83,194,OBC,86.16,19154
20,76,100,196,General,86.16,19154
85,82,29,196,General,86.16,19154
66,72,58,196,General,86.16,19154
100,65,25,190,ST,86.16,19154
91,38,65,194,OBC,86.16,19154
62,51,82,195,EWS,86.16,19154
55,50,91,196,General,86.16,19154
21,83,92,196,General,86.16,19154
57,82,56,195,EWS,86.16,19154
46,78,72,196,General,86.16,19154
75,40,77,192,SC,86.16,19154
90,73,33,196,General,86.16,19154
77,38,81,196,General,86.16,19154
45,78,69,192,SC,86.16,19154
61,78,57,196,General,86.16,19154
32,80,84,196,General,86.16,19154
54,88,54,196,General,86.16,19154
57,84,55,196,General,86.16,19154
54,64,78,196,General,86.16,19154
11,91,94,196,General,86.16,19154
69,84,43,196,General,86.16,19154
76,21,97,194,OBC,86.16,19154
83,51,62,196,General,86.16,19154
64,35,97,196,General,86.16,19154
43,83,70,196,General,86.16,19154
64,27,99,190,ST,86.16,19154
100,40,56,196,General,86.16,19154
81,38,75,194,OBC,86.16,19154
49,61,86,196,General,86.16,19154
86,39,67,192,SC,86.16,19154
22,77,97,196,General,86.16,19154
86,71,37,194,OBC,86.16,19154
74,51,65,190,ST,86.16,19154
82,53,59,194,OBC,86.16,19154
19,100,76,195,EWS,86.16,19154
96,73,27,196,General,86.16,19154
83,35,78,196,General,86.16,19154
37,79,74,190,ST,86.16,19154
29,82,85,196,General,86.16,19154
16,87,91,194,OBC,86.16,19154
39,71,86,196,General,86.16,19154
93,86,15,194,OBC,86.16,19154
